"ZONA";"ICDO";"SEXE";"ANY";"M01";"M02";"M03";"M04";"M05";"M06";"M07";"M08";"M09";"M10";"M11";"M12";"M13";"M14";"M15";"M16";"M17";"M18"
"R0003";83;1;2008;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0
"R0003";83;1;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"R0003";83;1;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1
"R0003";83;1;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
"R0003";83;2;1980;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"R0003";83;2;1983;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";83;2;1987;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";83;2;1989;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"R0003";83;2;1990;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"R0003";83;2;1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";83;2;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"R0003";83;2;1994;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0
"R0003";83;2;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";83;2;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"R0003";83;2;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";83;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";83;2;2001;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"R0003";83;2;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";83;2;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"R0003";83;2;2004;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"R0003";83;2;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"R0003";83;2;2006;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;2
"R0003";83;2;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"R0003";83;2;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"R0003";83;2;2009;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2
"R0003";83;2;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"R0003";83;2;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";83,1;1;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";83,1;1;1987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";83,1;1;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";83,1;1;2003;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"R0003";83,1;1;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"R0003";83,1;2;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";84;1;1980;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0
"R0003";84;1;1981;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
"R0003";84;1;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1
"R0003";84;1;1983;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"R0003";84;1;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
"R0003";84;1;1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0
"R0003";84;1;1987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";84;1;1988;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;0;0
"R0003";84;1;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;1
"R0003";84;1;1990;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0
"R0003";84;1;1991;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0
"R0003";84;1;1992;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0
"R0003";84;1;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0
"R0003";84;1;1994;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"R0003";84;1;1996;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0
"R0003";84;1;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"R0003";84;1;1998;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1
"R0003";84;1;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;2;0
"R0003";84;1;2000;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0
"R0003";84;1;2001;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0
"R0003";84;1;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1
"R0003";84;1;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;3
"R0003";84;1;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0
"R0003";84;1;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"R0003";84;1;2006;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1
"R0003";84;1;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"R0003";84;1;2008;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;2;0;2
"R0003";84;1;2009;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
"R0003";84;1;2010;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1
"R0003";84;1;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"R0003";84;2;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";84;2;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"R0003";84;2;1983;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";84;2;1984;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"R0003";84;2;1985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";84;2;1986;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"R0003";84;2;1987;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"R0003";84;2;1988;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"R0003";84;2;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"R0003";84;2;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"R0003";84;2;1993;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0
"R0003";84;2;1994;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"R0003";84;2;1995;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0003";84;2;1996;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1
"R0003";84;2;1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"R0003";84;2;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0
"R0003";84;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0
"R0003";84;2;2000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0
"R0003";84;2;2001;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"R0003";84;2;2002;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0
"R0003";84;2;2003;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0
"R0003";84;2;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1
"R0003";84;2;2005;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0
"R0003";84;2;2006;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"R0003";84;2;2007;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;1
"R0003";84;2;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3
"R0003";84;2;2009;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1
"R0003";84;2;2010;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0
"R0003";84;2;2011;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;2;1
"R0003";84,1;1;1981;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"R0003";84,1;1;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"R0003";84,1;1;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"R0003";84,1;1;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";84,1;1;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"R0003";84,1;1;2001;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"R0003";84,1;1;2008;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"R0003";84,1;1;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";84,1;1;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";84,1;2;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";84,1;2;1984;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"R0003";84,1;2;1985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";84,1;2;1986;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"R0003";84,1;2;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";84,1;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
"R0003";84,1;2;2002;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"R0003";84,1;2;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";84,1;2;2011;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0
"R0003";86;1;1980;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0003";86;1;1981;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"R0003";86;1;1982;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
"R0003";86;1;1983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"R0003";86;1;1984;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0003";86;1;1985;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0
"R0003";86;1;1987;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"R0003";86;1;1988;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0003";86;1;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";86;1;1990;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
"R0003";86;1;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"R0003";86;1;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0
"R0003";86;1;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
"R0003";86;1;1995;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;2
"R0003";86;1;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
"R0003";86;1;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";86;1;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"R0003";86;1;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
"R0003";86;1;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";86;1;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";86;1;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"R0003";86;1;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";86;1;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";86;1;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";86;2;1981;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";86;2;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"R0003";86;2;1983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";86;2;1987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";86;2;1988;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"R0003";86;2;1989;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"R0003";86;2;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"R0003";86;2;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";86;2;1994;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0
"R0003";86;2;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"R0003";86;2;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2
"R0003";86;2;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";86;2;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";86;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";86;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"R0003";86;2;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"R0003";86;2;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";86;2;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";86;2;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"R0003";87;1;1982;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";87;1;1984;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0003";87;1;1985;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"R0003";87;1;1986;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0003";87;1;1987;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";87;1;1988;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"R0003";87;1;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";87;1;1994;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";87;1;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";87;1;1998;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";87;1;2001;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"R0003";87;1;2002;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";87;1;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";87;1;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";87;2;1980;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";87;2;1983;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";87;2;1987;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";87;2;1989;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"R0003";87;2;1990;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";87;2;2001;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"R0003";87;2;2004;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"R0003";87;2;2009;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"R0003";88;1;1980;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"R0003";88;1;1983;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0003";88;1;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";88;1;1985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";88;1;1986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"R0003";88;1;1987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";88;1;1988;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"R0003";88;1;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0003";88;1;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";88;1;1991;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"R0003";88;1;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";88;1;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
"R0003";88;1;1995;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"R0003";88;1;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
"R0003";88;1;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";88;1;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"R0003";88;1;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"R0003";88;1;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"R0003";88;1;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"R0003";88;1;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1
"R0003";88;1;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"R0003";88;1;2006;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;1
"R0003";88;1;2008;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0
"R0003";88;1;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"R0003";88;1;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
"R0003";88;1;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0
"R0003";88;2;1980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"R0003";88;2;1983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";88;2;1987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";88;2;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";88;2;1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";88;2;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"R0003";88;2;1994;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0
"R0003";88;2;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";88;2;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"R0003";88;2;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";88;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";88;2;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";88;2;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";88;2;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"R0003";88;2;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";88;2;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"R0003";88;2;2006;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;2
"R0003";88;2;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"R0003";88;2;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"R0003";88;2;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"R0003";88;2;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"R0003";88;2;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";89;1;1980;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"R0003";89;1;1983;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"R0003";89;1;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";89;1;1987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";89;1;1988;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"R0003";89;1;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
"R0003";89;1;1990;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";89;1;1991;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
"R0003";89;1;1992;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0
"R0003";89;1;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"R0003";89;1;1994;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
"R0003";89;1;1996;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"R0003";89;1;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";89;1;1998;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";89;1;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
"R0003";89;1;2000;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"R0003";89;1;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";89;1;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
"R0003";89;1;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
"R0003";89;1;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"R0003";89;1;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"R0003";89;1;2006;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
"R0003";89;1;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"R0003";89;1;2008;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0
"R0003";89;1;2009;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1
"R0003";89;1;2010;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"R0003";89;2;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";89;2;1983;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"R0003";89;2;1987;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"R0003";89;2;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
"R0003";89;2;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";89;2;1993;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0
"R0003";89;2;1994;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"R0003";89;2;1995;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0003";89;2;1996;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"R0003";89;2;1997;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";89;2;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"R0003";89;2;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";89;2;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";89;2;2001;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"R0003";89;2;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"R0003";89;2;2003;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0
"R0003";89;2;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"R0003";89;2;2005;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0
"R0003";89;2;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0
"R0003";89;2;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"R0003";89;2;2009;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1
"R0003";89;2;2010;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0
"R0003";89;2;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1
"R0003";90;1;1980;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0
"R0003";90;1;1981;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"R0003";90;1;1982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";90;1;1984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
"R0003";90;1;1986;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0
"R0003";90;1;1988;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0
"R0003";90;1;1989;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
"R0003";90;1;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"R0003";90;1;1991;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"R0003";90;1;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"R0003";90;1;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"R0003";90;1;1996;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0
"R0003";90;1;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"R0003";90;1;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1
"R0003";90;1;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
"R0003";90;1;2000;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
